186	928.841	0	2815.62	1
187	933.74	0	2816.23	1
188	938.692	0	2816.93	1
189	943.681	0	2817.4	1
190	948.764	0	2817.94	1
191	953.634	0	2818.54	1
192	958.716	0	2819.22	1
193	963.654	0	2819.75	1
194	968.678	0	2820.39	1
195	973.669	0	2820.98	1
196	978.569	0	2821.38	1
197	983.642	0	2821.84	1
198	988.602	0	2822.37	1
199	993.637	0	2823.02	1
200	998.641	0	2823.59	1
201	1003.57	0	2824.51	1
202	1008.59	0	2825.67	1
203	1013.59	0	2826.67	1
204	1018.52	0	2827.75	1
205	1023.55	0	2828.74	1
206	1028.54	0	2829.64	1
207	1033.49	0	2830.47	1
208	1038.6	0	2831.49	1
209	1043.45	0	2832.46	1
210	1048.41	0	2833.51	1
211	1053.45	0	2834.38	1
212	1058.46	0	2835.39	1
213	1063.48	0	2836.27	1
214	1068.47	0	2837.16	1
215	1073.47	0	2838.03	1
216	1078.46	0	2838.89	1
217	1083.44	0	2840.15	1
218	1088.42	0	2841.02	1
219	1093.47	0	2841.98	1
220	1098.43	0	2842.88	1
221	1103.46	0	2843.88	1
222	1108.47	0	2844.77	1
223	1113.43	0	2845.71	1
224	1118.5	0	2846.7	1
225	1123.42	0	2847.65	1
226	1128.38	0	2848.5	1
227	1133.38	0	2849.35	1
228	1138.41	0	2850.23	1
229	1143.43	0	2851.17	1
230	1148.42	0	2852.03	1
231	1153.36	0	2852.99	1
232	1158.39	0	2853.88	1
233	1163.39	0	2854.85	1
234	1168.3	0	2856.23	1
235	1173.23	0	2857.53	1
236	1178.27	0	2858.78	1
237	1183.31	0	2860.1	1
238	1188.29	0	2861.56	1
239	1193.27	0	2862.7	1
240	1198.25	0	2863.74	1
241	1203.15	0	2864.89	1
242	1208.26	0	2866.05	1
243	1213.15	0	2867.29	1
244	1218.26	0	2868.71	1
245	1223.22	0	2870.21	1
246	1228.26	0	2871.77	1
247	1233.11	0	2872.93	1
248	1238.27	0	2874.01	1
249	1243.23	0	2874.6	1
250	1248.22	0	2875.1	1
251	1253.21	0	2875.62	1
252	1258.13	0	2876.22	1
253	1263.15	0	2876.88	1
254	1268.17	0	2877.67	1
255	1273.23	0	2878.5	1
256	1278.21	0	2879.14	1
257	1283.24	0	2879.48	1
258	1288.18	0	2879.72	1
259	1293.22	0	2880.07	1
260	1298.17	0	2880	1
261	1303.18	0	2879.89	1
262	1308.08	0	2879.77	1
263	1313.13	0	2879.62	1
264	1318.11	0	2879.12	1
265	1323.16	0	2878.77	1
266	1328.18	0	2878.44	1
267	1333.15	0	2878.4	1
268	1338.1	0	2878.53	1
269	1343.04	0	2878.77	1
270	1348.1	0	2879.32	1
271	1353.07	0	2879.94	1
272	1357.97	0	2880.67	1
273	1363.01	0	2881.55	1
274	1367.99	0	2882.43	1
275	1372.96	0	2883.27	1
276	1377.93	0	2884.15	1
277	1382.9	0	2885.2	1
278	1387.95	0	2886.24	1
279	1392.91	0	2887.76	1
280	1397.83	0	2888.95	1
281	1402.97	0	2889.77	1
282	1407.87	0	2890.24	1
283	1412.97	0	2890.52	1
284	1418	0	2890.75	1
285	1422.91	0	2890.94	1
286	1427.83	0	2890.98	1
287	1432.92	0	2890.16	1
288	1437.89	0	2889.74	1
289	1442.86	0	2889.71	1
290	1447.9	0	2889.3	1
291	1452.95	0	2888.38	1
292	1457.94	0	2887.14	1
293	1462.89	0	2886.21	1
294	1467.91	0	2885.62	1
295	1472.87	0	2885.24	1
296	1477.97	0	2884.97	1
297	1482.93	0	2884.83	1
298	1487.96	0	2884.7	1
299	1492.91	0	2885.06	1
300	1497.93	0	2885.38	1
301	1502.84	0	2885.47	1
302	1507.84	0	2885.88	1
303	1512.88	0	2886.22	1
304	1517.87	0	2886.73	1
305	1522.74	0	2886.87	1
306	1527.78	0	2886.52	1
307	1532.85	0	2886.02	1
308	1537.79	0	2885.4	1
309	1542.84	0	2884.59	1
310	1547.89	0	2883.59	1
311	1552.82	0	2882.25	1
312	1557.92	0	2880.39	1
313	1562.77	0	2879.1	1
314	1567.88	0	2878.77	1
315	1572.89	0	2878.54	1
316	1577.89	0	2877.67	1
317	1583.31	0	2876.76	1
318	1588.1	0	2876.83	1
319	1592.92	0	2877.33	1
320	1597.84	0	2877.72	1
321	1602.79	0	2878.37	1 
